#,Time,rxSpeed,txSpeed,nodeId,velo_x,velo_y,pos_x,pos_y,IsLinkUp,Csgid,Earfcn,Imsi,rrcState,rrcState_str,rrcCellId,rrcDlBw,distfromcell
98,98.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
99,99.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
100,100.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
101,101.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
102,102.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
103,103.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
104,104.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
105,105.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
106,106.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
107,107.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
108,108.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
109,109.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
110,110.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
111,111.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
112,112.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
113,113.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
114,114.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
